27;Osnovna škola - redovni program - 2. razred osnovne škole ;2
27;Osnovna škola - redovni program - 3. razred osnovne škole ;3
27;Osnovna škola - redovni program - 4. razred osnovne škole ;4
27;Osnovna škola - redovni program - 5. razred osnovne škole ;5
27;Osnovna škola - redovni program - 6. razred osnovne škole ;6
27;Osnovna škola - redovni program - 7. razred osnovne škole ;7
27;Osnovna škola - redovni program - 8. razred osnovne škole ;8
28;Osnovna škola - redovni program - 1. razred osnovne škole ;1
28;Osnovna škola - redovni program - 2. razred osnovne škole ;2
28;Osnovna škola - redovni program - 3. razred osnovne škole ;3
28;Osnovna škola - redovni program - 4. razred osnovne škole ;4
28;Osnovna škola - redovni program - 5. razred osnovne škole ;5
28;Osnovna škola - redovni program - 6. razred osnovne škole ;6
28;Osnovna škola - redovni program - 7. razred osnovne škole ;7
28;Osnovna škola - redovni program - 8. razred osnovne škole ;8
29;Osnovna škola - redovni program - 1. razred osnovne škole ;1
29;Osnovna škola - redovni program - 2. razred osnovne škole ;2
29;Osnovna škola - redovni program - 3. razred osnovne škole ;3
29;Osnovna škola - redovni program - 4. razred osnovne škole ;4
29;Osnovna škola - redovni program - 5. razred osnovne škole ;5
29;Osnovna škola - redovni program - 6. razred osnovne škole ;6
29;Osnovna škola - redovni program - 7. razred osnovne škole ;7
29;Osnovna škola - prilagođeni program - 8. razred osnovne škole ;8
29;Osnovna škola - redovni program - 8. razred osnovne škole ;8
30;Osnovna škola - redovni program - 1. razred osnovne škole ;1
30;Osnovna škola - redovni program - 2. razred osnovne škole ;2
30;Osnovna škola - redovni program - 3. razred osnovne škole ;3
30;Osnovna škola - redovni program - 4. razred osnovne škole ;4
30;Osnovna škola - redovni program - 5. razred osnovne škole ;5
30;Osnovna škola - redovni program - 6. razred osnovne škole ;6
30;Osnovna škola - redovni program - 7. razred osnovne škole ;7
30;Osnovna škola - redovni program - 8. razred osnovne škole ;8
31;Osnovna škola - redovni program - 1. razred osnovne škole ;1
31;Osnovna škola - redovni program - 2. razred osnovne škole ;2
31;Osnovna škola - redovni program - 3. razred osnovne škole ;3
31;Osnovna škola - redovni program - 4. razred osnovne škole ;4
31;Osnovna škola - redovni program - 5. razred osnovne škole ;5
31;Osnovna škola - redovni program - 6. razred osnovne škole ;6
31;Osnovna škola - redovni program - 7. razred osnovne škole ;7
31;Osnovna škola - redovni program - 8. razred osnovne škole ;8
32;Osnovna škola - redovni program - 1. razred osnovne škole ;1
32;Osnovna škola - redovni program - 2. razred osnovne škole ;2
32;Osnovna škola - redovni program - 3. razred osnovne škole ;3
32;Osnovna škola - redovni program - 4. razred osnovne škole ;4
32;Osnovna škola - redovni program - 5. razred osnovne škole ;5
32;Osnovna škola - redovni program - 6. razred osnovne škole ;6
32;Osnovna škola - redovni program - 7. razred osnovne škole ;7
32;Osnovna škola - redovni program - 8. razred osnovne škole ;8
33;Osnovna škola - redovni program - 1. razred osnovne škole ;1
33;Osnovna škola - redovni program - 2. razred osnovne škole ;2
33;Osnovna škola - redovni program - 3. razred osnovne škole ;3
33;Osnovna škola - redovni program - 4. razred osnovne škole ;4
33;Osnovna škola - redovni program - 5. razred osnovne škole ;5
33;Osnovna škola - redovni program - 6. razred osnovne škole ;6
33;Osnovna škola - redovni program - 7. razred osnovne škole ;7
33;Osnovna škola - redovni program - 8. razred osnovne škole ;8
34;Osnovna škola - redovni program - 1. razred osnovne škole ;1
34;Osnovna škola - redovni program - 2. razred osnovne škole ;2
34;Osnovna škola - redovni program - 3. razred osnovne škole ;3
34;Osnovna škola - redovni program - 4. razred osnovne škole ;4
34;Osnovna škola - redovni program - 5. razred osnovne škole ;5
34;Osnovna škola - redovni program - 6. razred osnovne škole ;6
34;Osnovna škola - redovni program - 7. razred osnovne škole ;7
34;Osnovna škola - redovni program - 8. razred osnovne škole ;8
35;Osnovna škola - redovni program - 1. razred osnovne škole ;1
35;Osnovna škola - redovni program - 2. razred osnovne škole ;2
35;Osnovna škola - redovni program - 3. razred osnovne škole ;3
35;Osnovna škola - redovni program - 4. razred osnovne škole ;4
35;Osnovna škola - redovni program - 5. razred osnovne škole ;5
35;Osnovna škola - redovni program - 6. razred osnovne škole ;6
35;Osnovna škola - redovni program - 7. razred osnovne škole ;7
35;Osnovna škola - redovni program - 8. razred osnovne škole ;8
36;Osnovna škola - prilagođeni program - 1. razred osnovne škole ;1
36;Osnovna škola - redovni program - 1. razred osnovne škole ;1
36;Osnovna škola - prilagođeni program - 2. razred osnovne škole ;2
36;Osnovna škola - redovni program - 2. razred osnovne škole ;2
36;Osnovna škola - prilagođeni program - 3. razred osnovne škole ;3
36;Osnovna škola - redovni program - 3. razred osnovne škole ;3
36;Osnovna škola - prilagođeni program - 4. razred osnovne škole ;4
36;Osnovna škola - redovni program - 4. razred osnovne škole ;4
36;Osnovna škola - prilagođeni program - 5. razred osnovne škole ;5
36;Osnovna škola - redovni program - 5. razred osnovne škole ;5
36;Osnovna škola - prilagođeni program - 6. razred osnovne škole ;6
36;Osnovna škola - redovni program - 6. razred osnovne škole ;6
36;Osnovna škola - prilagođeni program - 7. razred osnovne škole ;7
36;Osnovna škola - redovni program - 7. razred osnovne škole ;7
36;Osnovna škola - prilagođeni program - 8. razred osnovne škole ;8
36;Osnovna škola - redovni program - 8. razred osnovne škole ;8
37;Osnovna škola - redovni program - 1. razred osnovne škole ;1
37;Osnovna škola - redovni program - 2. razred osnovne škole ;2
37;Osnovna škola - redovni program - 3. razred osnovne škole ;3
37;Osnovna škola - redovni program - 4. razred osnovne škole ;4
37;Osnovna škola - redovni program - 5. razred osnovne škole ;5
